path,text
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0004_000051322-000052737.wav,علي كل حال
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0005_000226024-000237710.wav,الحدث المباشر اللي اثر عالدبكه اللبنانيه متل ما منعرفها اليوم هو مهرجان الدبكه الشعبيه بمدينه بعلبك بالبقاع سنه ألف و تسعمائة و سبعة و خمسون
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0006_000239510-000242610.wav,الدبكه بمسرحيات الاخوين
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0007_000244729-000273374.wav,واكيد خطوات الرقص اللي بتقدمها هالفرق المحترفه بتختلف عن خطوات الاشخاص العاديين لانها بتكون متنوعه اكتر اسرع وهدفها ترفيه الجمهور شخصيا لما احضر هالفرق بحب ركز علي تيابن مش بس علي رقصن الدبكه جزء من التراث اللبناني اعضاء هالفرق بيلبسوا ازياء تقليديه مثل شروال واسع
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0008_000097137-000099451.wav,القصه انو من
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0009_000282230-000299029.wav,يعني مثلا من عشرة سنين عالقد عمل مطار بيروت دعايه بتتحول فيها منطقه السوق الحره او الduty free لمسرح دبكه فجاه بتنسمع غنيه الهواره لالان مرعب وبصير الكل يرقص عليها بتتذكرها
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0010_000301269-000327950.wav,ايه كتير مهضومه حضرتها اكتر من مره عYouTube فيه كمان فيلم البوسطه للمخرج فيليب عرقتنجي بضوي من خلاله علي هالفن قديم شوي نزل بالألفان و خمسة وبيحكي عن فرقه جربت تدمج الدبكه التراثيه بايقاع غربي وتشارك بمسابقه رقص شو رايك رنا نحضرو قريبا مش غلط ابدا بس قبل ما
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0011_000330489-000347779.wav,عاده بينرقص دبكه عالحان الات موسيقيه محليه مثل الطبله المجوز الناي والدف بس منا دايما بحاجه لكل هالموسيقي بيكفينا دربكه او طبل لضبط الايقاع هلق بحط موسيقي عالتلفون
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0012_000349086-000375160.wav,طيب متل ما بعرف انو في عده انواع لهالرقصه حسب البلد والمنطقه فهي منا حصريه للبنان ومعروفه كمان بفلسطين سوريه العراق وغيرها من البلدان وحتي بقلب لبنان في عده اشكال لرقصها بمنطقه البترون لوحدها مثلا في اكثر من عشرة اساليب وبعكار فيه أربعة دبكات اهمها دبكه عرب
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0013_000375126-000379540.wav,بدك تعلميني بدها سؤال الاهين اكيد
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0014_000381540-000406980.wav,تذكر انو اهم نصايح لتقدر تتبع الايقاع هني انك تنسجم مع باقي الراقصين تحترم توقيت كل خطوه وتنبسط باللي عم تعملو نحنا اليوم بس شخصين بس من كم سنه بالألفان و أحد عشر بالتحديد ببلده ضهور الشوير شارك خمسة آلاف و خمسون شخص برقصه دبكه استمرت لمده ستة دقايق
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0015_000406540-000424540.wav,حققوا بوقتها رقم قياسي عالمي بموسوعه غينيس لاطول دبكه جاهز لنبلش الصف جاهز ومحمس بس خيفان شوي ما تظبط معي وبدل ما نرقص دبكه تدبك بيناتنا او نتخانق متل ما منقول باللبناني ما
C:\Users\user\Desktop\audio\audio\022_episode-72-dabke-dance\8316075-dabke-dance_chunk0016_000427588-000433133.wav,منعيد الخطوات عرواق بتلاقيهن هينين ومنتسلي سوا يلا عالدبكه
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0000_000000840-000004535.wav,جاهزه جاهزه مرحبا مستمعيننا عاللانغويج وايف
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0001_000005619-000032219.wav,معكن مريم من جديد و الصوت اللي سمعتوه عم يرد علي هلا هو من اغلي و اعز الاصوات عقلبي هو صوت الماما نفس الشي بعتقد صوت الام لكل حدا فيكن فاذا كانت امكن بعدا عايشه واحتفلتو فيا بعيد الام هالسنه بقلكن الله يطول بعمرا ما يحرمكن ويخليا فوق راسكن
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0002_000031360-000059352.wav,واذا كانت متوفيه فاكيد تذكرتوا بكتير طرق بعيد الام وبقلكن الله يرحما وان شا الله تكون بمكان افضل هلا الماما معي بهالحلقه لان بدل ما انا خبركن ب عيد الام عن تعبا وقوتا و صبرا بتربايتنا انا واخواتي بوحده من اصعب المراحل اللي رح خليا هي تخبركن وتخبرني
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0003_000060520-000077048.wav,تنعاد عليك يا رب ماما بال صحه وال عافيه والخير وما نشوف فيك شر حبيبتي ماما يخليلي ياكن ويفرحني فيكن دايما ماما شو رايك بالبدايه تخبرينا عنك ب طفولتك انا
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0004_000083930-000107360.wav,ورحت عال مدرسه بعمر خمس سنين انا اكبر وحده بين اخواتي كنا خمسة بنات وثلاثة صبيان وكان بي بس بدو يضهرنا ياخدنا عحرش بيروت او عالروشه كنا عيله كبيره وكانت ايام حلوه كتير بيك كان ابن جيراننا بالحي تعرفنا علي بعض بعمر صغير
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0005_000106360-000134940.wav,كنت انا أربعة عشر سنه وهو تسعة عشر سنه حبني كتير واجا طلبني من اهلي يعني اي سنه خطبتو انت وبابا واي سنه تزوجتو خبرينا اكتر كيف كانت هيديك الفتره وشو اصعب شي مرقتو فيه اول زواجكن شو بدي خبرك يا ماما خطبنا ب تموز سنه ألف و تسعمائة و أربعة و سبعون كان عمري أربعة عشر سنه
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0006_000133940-000151059.wav,كنا صغار ونضهر كتير عالسينما وال مسرح وال مطاعم والاسواق بعدين بلشت الحرب بسنه ال ألف و تسعمائة و خمسة و سبعون وانقسمت بيروت ل شرقيه و غربيه وما عدنا قدرنا نتحرك
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0007_000153093-000178779.wav,تزوجنا باذار ألف و تسعمائة و ستة و سبعون اول بيت اخدناه كان ع خطوط التماس صار قصف وانضرب البيت قبل ما نتزوج و نسكنو اجت قذيفه فيه واتضرر كتير وصرنا نفتش عبيت تاني واصعب شي صار انو قبل ما نتزوج بعشر شهور بي قتلوه مسلحين ب قناصه كان حارس ب بلديه بيروت
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0008_000178679-000196479.wav,غياب البي بهد الانسان بس الحياه بدا تكفي بالاخير رجعنا استاجرنا بيت تاني كانت ظروف صعبه ووضعنا المادي ابدا مش منيح فاستاجرنا بيت اوضه و مطبخ وحمام واحد الله يرحمو جدو
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0009_000198946-000213479.wav,وال تاتا كمان ربت بقيه اخواتك لحالا وكانت ام عظيمه و تحملت كتير عاندت ال ياس وال مصاعب وكبرتكن وبعدا بكم شهر حبلتي انت باول ولد اختي الكبيره صح
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0010_000214679-000229293.wav,مزبوط انا وحامل ببنتي الاولي اشتدت الحرب الاهليه كتير وصار قصف ومعارك قويه هربنا برا بيروت وبس راقت شوي رجعنا عبيروت و ولدت كان
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0011_000233119-000239479.wav,وبعدين جبت تاني ولد وتالت ولد بالحرب الاهليه كمان بيك كان
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0012_000242479-000251660.wav,بالدرك يعني وكان يغيب كتير بمهات و ماموريات بشغلو وضل لحالي بالبيت مع ثلاثة ولاد
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0013_000252884-000273688.wav,ولمن تشتد المعارك والقصف جهز شويه اكل واحملن واهرب فين من ملجا لملجا حميتي عيله وانت مرا صغيره باول العشرينيات في شي حادثه ما بتنسيا انت ومع ثلاثة ولاد لحالك بالملاجئ ايه والله يا بنتي مره كان بيك كان
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0014_000278480-000280453.wav,اختك الكبيره
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0015_000282160-000292084.wav,طلعت حرارتا كتير وما عاد قدرت تتحرك او تحكي صرت ابكي كتير وما عارفه شو اعمل في شاب
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0016_000294480-000315000.wav,تركت اخواتك تنين مع جيراني بالملجا واخدني الشاب بسيارتو تحت القصف عند دكتور اطفال بمنطقه قريبه الطريق كانت فاضيه وما فيا ولا شخص شي مرعب و مشهد ما بنساه بحياتي الدكتور قلنا شو مجانين انتو كيف جيتو فحصا و وصفلا دوا
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0017_000317000-000343140.wav,الشاب اللي اخدني يا حرام مات بالحرب بعدا بكم شهر بقصف علي بيتو يا الله يا ماما اديش مرق عليك واديش تحملتي لنحنا نكبر ونعيش حرب اهليه ازمه اقتصاديه وليره عم تنهار متل ما عم يصير هلا تقريبا و عفوقن بلش الاجتياح الاسرائيلي بحزيران سنه ال ألف و تسعمائة و اثنان و ثمانون
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0018_000343260-000371820.wav,صح قصفو الاسرائيليه بيروت ونزلنا عالملاجئ وبعدين جاب بيك سياره من الشغل وطلعنا من بيروت عالضيعه وقفونا الاسرائيليه ع حاجز بمنطقه الشويفات و حققو معنا شي أربعة ساعات ضلينا ثلاثة عشر ساعه لوصلنا عالضيعه وخيك مرض عالطريق ما عرفت كيف وصلنا عالضيعه لنشوف دكتور
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0019_000371899-000393669.wav,ضلينا كذا شهر بالضيعه لان الاحتلال الاسرائيلي كان محاصر بيروت كليا و قتلو ناس كتير العالم جاعت كتير ببيروت ابدا ولا مي ولا خبز وقصف ومعارك وبعدا رجعتو عبيروت
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0020_000393399-000412560.wav,بتذكر خبرتيني عن صعوبات بالتربيه كمان مرقتي فيا باصغر تفاصيل بالحياه بتخبرينا اكتر عنن ان شا الله ما بتنعاد هيديك الايام بالليل ما اعرف وين بدي نيم اخواتك كرمال القصف والتقنيص
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0021_000414506-000416190.wav,كانو يقولو قذيفه الار بي جي بتفوت ب حيطين
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0022_000418260-000424226.wav,فصير فكر انا وين ممكن نيمن وفيه قدامن اكتر من حيطين يحموون
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0023_000427671-000440859.wav,قول بنيمن بالكوريدور بعدين قول لاء بالمطبخ احسن وارجع اخدن واقعد بالحمام واخر شي مرات كنت احملن وانزل اقعد فين بمدخل ال بنايه وهيك ما نام بالليل ابدا كمان بيك ما كان
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0024_000447239-000465386.wav,كنت روح انا وبيك نجيب مي من بير بارض قريبه ومرات اذا هو بالشغل روح لحالي عبي غالنات المي واحملن عالبيت وانا وحامل مرات طلعن عا لسلم عتتخيته البيت كان فيا البركه اللي منسحب منا مي عالحنفيات
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0025_000466640-000468502.wav,وهيك كنت
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0026_000470519-000479394.wav,وبس بدي حممكن دفي المي عنار الحطب مره الساعه اثنان بالليل صابت البيت ار بي جي اجت عال برنده
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0027_000481279-000486839.wav,بعدني لهلا بتذكر كيف احملت اخواتك وانزلت اركض بالشارع
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0028_000491579-000515500.wav,بس تحكي كل هيدا بتفاءل بقوتك وبتاكد انو ما في شي بالدنيا بيصعب عالانسان اذا كان عندو اراده وحب متل اللي عندك وهلا رح احكي انا شويه اشيا ما قلتين بقلب كل هول كانت قيمه الليره عم تنهار وبابا عم يشتغل اكتر من شغل ليحلق ع مصروف العيله
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0029_000515459-000540500.wav,كنتو تحملو هم ال حليب وال سكر وال رز المقطوع متل كتير اميات وبيات بلبنان بوقتا وكتير اميات هلا كمان ورغم كل هيدا حرمتي حالك انت وبابا كتير اشيا حتي قدرتو علمتونا كلنا مع انو انت وياه ما قدرتو تكفو تعليمكن بسبب الحرب وبعدك لليوم عندك صعوبات كتير بالنوم بعرف بسبب الحرب
C:\Users\user\Desktop\audio\audio\023_episode-71-mothers-day\8266467-mother-s-day_chunk0030_000539960-000567219.wav,صعب احكي بحلقه او مائة حلقه عن كل شي مرقتي فيه واديش تعبتي و ضحيتي كرمالنا انت وبابا بس يمكن حبيت نسمع انا والمستمعين شوي من قصصك بعيد الام وقلك انو انت كنت ام ومرا جباره وعظيمه ومتلك كتير اميات من جيل الحرب بلبنان رح تضلي دايما مثالي الاعلي بالحياه كل عام وانت بالف خير يا رب
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0000_000000259-000006004.wav,شكرا عال قهوه ديما هيدا احلي كافيه بالحمرا بس صار لازم ارجع عال بيت
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0001_000007360-000010120.wav,ليه ولاو خليك بعد
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0002_000011683-000017100.wav,لاء معليش تاخرت منرجع منعمل قعده تانيه قريبا رح اطلب تاكسي هلا
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0003_000018120-000022512.wav,ليش لتطلبي تاكسي المناره مش بعيده
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0004_000021512-000049604.wav,وقفي سرفيس
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0005_000048604-000076696.wav,اسرعلك و
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0006_000075696-000103788.wav,ارخصلك عنجد
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0007_000026299-000028979.wav,شو بي فرق عن التاكسي
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0008_000030236-000053860.wav,السرفيس بتوقفيه من وين ما بدك اصلا هو بشوفك واقفه بوقف معقول يكون في غيرك بال سياره ويمكن يوقف ل غير ناس كمان بس كلكن بتكونو رايحين ب ذات الاتجاه المفروض تاخديه اسرع بس عالارجح تطول الرحله شوي اكتر اذا بدو ينزل حدا قبلك
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0009_000054000-000075795.wav,طيب ديما مش غريب شوي انو نكون خمسة اشخاص بذات السياره بحس الوضع بكون محرج او لاء عادي كتير يا بشري اعتبري حالك بال باص حتي انو معقول تتعرفي علي ناس كتير مثيرين للاهتمام وما تكوني متوقعه انا دايما باخد سرفيس
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0010_000076919-000092419.wav,اوف طمنتيني وبوصلني عالبيت يمكن ما يوصلك عالبيت بس بتنزلي قريب عالطريق العام لانو هو بكفي مشوارو ليوصل الباقيين واديش بتكلف الرحله بالسرفيس
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0011_000094199-000098879.wav,كلا اثنان صفر ليره انت اديش بتدفعي للتاكسي لتروحي من الحمرا عالمناره عشرة صفر ليره
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0012_000100779-000102282.wav,شفتي اديش ارخص
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0013_000105802-000121127.wav,بتوفري ثمانية صفر ليره بس بتكوني تشاركتي الرحله مع غير اشخاص وما بتنزلي بالضبط عبيتك بيشتغل بكل المناطق هو موجود اكتر شي بال مدن بينتقل بقلب المدينه ذاتا مش من مدينه للتانيه مش معقول
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0014_000123356-000127183.wav,فيني وفر كتير مصاري بال مواصلات بقلب بيروت شكرا كتير عال معلومه
C:\Users\user\Desktop\audio\audio\024_episode-70-skit-taxi-or-service\8230003-taxi-or-service_chunk0015_000129639-000142505.wav,اهلا وسهلا يلا صار لازم امشي عنجد شكرا عكل شي منشوف بعض قريبا مع السلامه انبسطت فيك كتير اكيد منشوف بعض قريبا حالك
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0000_000000000-000010359.wav,صباح الخير رنا كيفك شو عامله اليوم صباح النور خالد انا منيحه بس عندي كتير شغل اليوم
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0001_000012644-000017208.wav,واسمع غنيه كيفك انت عالقد حكيتني انا منيح
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0002_000020314-000044326.wav,شو حلوه هالغنيه وشو بحب زياد الرحباني يلي الفها وامو فيروز يلي غنتها انتي بتعرفي انو مش بالهين لقبلت فيروز تغنيها بخبر زياد الرحباني انو من بعد ما عرضها عليها باخر التمانينات استغربت اسلوبها وخاصه عباره ملا انت فكرت فيها أربعة سنين لقبلت تغنيها
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0003_000043852-000069440.wav,سنه ألف و تسعمائة و واحد و تسعون نزلت البوم موسيقي كامل باسم هالغنيه اه ما كنت سامعه هالخبريه مع اني متابعه كتير زياد الرحباني وبعرف قصه سالوني الناس اول غنيه جمعته بفيروز بوقتها فات بيو عاصي الرحباني عالمستشفي وكانت فيروز عم تمثل بمسرحيه المحطه للاخوين الرحباني
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0004_000070444-000083298.wav,منصور الرحباني كلمات فاجا الكل بموهبته الموسيقيه وبين لاول مره عخشبه المسرح بدور المحقق بمسرحيه المحطه
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0005_000085328-000090488.wav,هالخبريه كانت سنه ألف و تسعمائة و ثلاثة و سبعون يعني كان زياد
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0006_000094342-000121300.wav,صراحه ما كتير بستغرب الموضوع زياد معروف بموهبتو واذا امو هي فيروز وبيو عاصي الرحباني يعني تربي ببيت موسيقي من هو وصغير وماثر بهالاجواء هالشي ببين باول عمل مسرحي كتبو واخرجو سهريه مسرحيه غنائيه بامتياز اكيد سامعتيها رنا كتير بتشبه اسلوب او style مسرحيات الاخوين الرحباني
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0007_000121339-000123674.wav,وكمان اشتغل عليها
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0008_000126879-000143899.wav,حاضرتها كمان مش بس سامعتها بتذكر انا وصغيره جابها بابا مسجله عشريط فيديو او cassette وكان كتير مبسوط فيها وبدو احضرها معو وتقلك الحقيقه ما تحمست عالفكره بالاول
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0009_000144993-000148126.wav,بالابيض والاسود لانه قديم وما
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0010_000149259-000163619.wav,بس قد ما بيي بحبها وبضل يدندن مقاطع منها حضرتها بعد كم سنه وانغرمت بعالم زياد الرحباني ملاحظ خالد الفرق بين هالمسرحيه وباقي اعمالو اكيد
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0011_000165639-000183547.wav,هيدي المسرحيه الوحيده اللي فيها هلقد اغاني وبتشبه مسرحيات الاخوين الرحباني من بعدها صار يركز اكتر عالمسرح السياسي ويستعمل اغاني بس بسياق القصه الاساسي كان انتقاد مشاكل المجتمع
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0012_000186460-000190320.wav,في كتير امور حاكيها بعدها بتتطبق لليوم
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0013_000191842-000208199.wav,صحيح للاسف في كتير اشيا ما تغيرت بعد أربعون سنه وبما انو حكي عنن بشكل كتير واقعي وبلغه بتشبه لغتنا اليوميه منقدر بسهوله نشوف حالنا فيهن اليوم
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0014_000205183-000226901.wav,حظي حلو من كم سنه حضرت مسرحيتين الو
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0015_000225901-000252059.wav,بالسينما بالنسبه لبكرا شو و فيلم اميركي طويل اييه بتذكر هالمشروع كان من انتاج شركه م ميديا بالألفان و ستة عشر اخذوا مقاطع صورتهن اخته ليال بكاميرتها خلال تمرين لمسلين او غير هيك معظم مسرحيات زياد مش مصوره وربينا عم نسمعن بس عالراديو شخصيا ما حضرت هالفيلمين وفضلت حافظ عالصوره اللي انا متخايلها براسي لما كنت اسمع المسرحيات انت شو رايك فيهن لا بالعكس انا حبيت الفكره
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0016_000252339-000280239.wav,لقيت انو الصوت والصوره بكملوا بعض وكانت فرصه لاتعرف عزياد الممثل كتير مهضوم وخفيف عالمسرح ان كان بحركات جسمو وتعابيرو او صوتو ونبرتو المميزين اصلا هو معروف باسلوبو الكوميدي بعيدا عن الكليشيهات وكوميديا المواقف اللي معودين عليهن بيقدر زياد يضحكك عواقع المجتمع الصعب والحزين
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0017_000279739-000285397.wav,كتير شاطر بالتهكم والكوميديا السودا او متل ما بتقلن انت بالانكليزي بالsarcasm والblack comedy
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0018_000288339-000292431.wav,مظبوط لاحظت هالاسلوب ببرنامجو الاذاعي العقل زينه
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0019_000294008-000296554.wav,وقدرت لاقي مقاطع
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0020_000298119-000306000.wav,حتي الف اغاني متل يا زمان الطائفيه و ولعت كتير بينتقد فيهن مشاكل اجتماعيه بشكل مهضوم
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0021_000308410-000311899.wav,ما زال كنت عم تسمعي كيفك انت
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0022_000314992-000329320.wav,مش اكيده كتير حلوين مممم هيدا خيار صعب حسب المزاج اعمال مع فننين غير فيروس كمان بصوت جوزف
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0023_000333671-000356799.wav,ما في ومن اهم انجازاتو بعالم الموسيقي كيف قدر يدمج الجاز الغربي بالالحان الشرقيه حضرتو مره بحفله بالجامعه اللبنانيه الاميركيه كان عم يعزف الحان غربيه وموسيقي جاز ومره بمهرجان بمنطقه زوق مكايل كان الجو اكتر عربي
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0024_000357959-000360039.wav,مع غنيه
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0025_000361720-000369799.wav,دايما بالسهرات لما يحطوا هالغنيه بصير الكل يغنيها شو اشتقنا للمهرجانات والحفلات الموسيقيه
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0026_000371083-000373941.wav,لتكون رجعت هالايام عم اسمع
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0027_000378046-000380077.wav,كتابات سياسيه
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0028_000381140-000404753.wav,عنجد هالانسان استعمل مختلف انواع الفن من موسيقي لمسرح وكتابه ليعبر عن حالو عندك فكره وين فيي اقرا اكتر عنو ايه اكيد في كتير مقالات عالانترنت واذا بدك بنصحك بكتابين زمن زياد لطلال شتوي او Popular culture and nationalism in Lebanon
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0029_000403753-000425959.wav,The Fairouz and Rahbani nation كتابه كريستوفر ستون اذا بتفضل الكتب الانكليزيه واذا بدك فيي عيرك كتاب من تاليف زياد الرحباني نفسو لما كان عمرو ثلاثة عشر سنه بس اسمو صديقي الله وبيحكي فيه عن نظرتو للايمان والعيله والمجتمع
C:\Users\user\Desktop\audio\audio\025_episode-69-ziad-rahbani\8186620-ziad-rahbani_chunk0030_000427160-000440679.wav,تمام ما كنت عارف فيه شكرا رنا ما بقا رح طول عليك اشتغلي منيح وبشوفك قريبا ولو اهلا وسهلا منبقي منحكي ونهارك سعيد خالد
C:\Users\user\Desktop\audio\audio\026_episode-68-masculine-and-feminine-words\8141311-feminine-and-masculine-words_chunk0000_000000000-000026187.wav,ايام الجامعه كان عندي صديقه اجنبيه عم تدرس بلبنان وكانت لغتا العربيه عادا يعني بعدا عم تتعلم اللغه وتقوي حالا فيا خاصه عبر ال محادثات مع الرفقه وبال زيارات الاجتماعيه كتير كنت حب فيا انا كانت تحكي عربي بدون ما تستحي تغلط وكانت تقلي اذا ما حكيت
