path,text
014/014_20020607_153107_002.wav,مضاض للإسهال
014/014_20020607_153107_003.wav,مرّة كل يومين
014/014_20020607_153107_004.wav,  نعم ألم بمعدتي
014/014_20020607_153107_005.wav,في معدتي
014/014_20020607_153107_006.wav,من شهرين ونصف
014/014_20020607_153107_007.wav,لا
014/014_20020607_153107_011.wav,بيرة
014/014_20020607_153107_012.wav,مرتين بالأسبوع
014/014_20020607_153107_013.wav,من خمس دقائق
014/014_20020607_153107_014.wav,أصفر شديد الإحمرار
014/014_20020607_153107_015.wav,ثلاث مرات في اليوم
014/014_20020607_153107_016.wav,  بي سلبي
014/014_20020607_153107_017.wav,أبي توفي مرض القلب
014/014_20020607_153107_018.wav,لا
014/014_20020607_153107_019.wav,لا
014/014_20020607_153107_020.wav,نعم
014/014_20020607_153107_021.wav,لا
014/014_20020607_153107_022.wav,نعم أبي
014/014_20020607_153107_023.wav,من ثلاثة أشهر
014/014_20020607_153107_024.wav,صيدلية النجمة
014/014_20020607_153107_025.wav,ثلاث مرات بالأسبوع
014/014_20020607_153107_026.wav,لا
014/014_20020607_153107_027.wav,قليل
014/014_20020607_153107_028.wav,لا
014/014_20020607_153107_029.wav,ثلاث مرات
014/014_20020607_153107_030.wav,من خمس ساعات
014/014_20020607_153107_031.wav,طبعاً
014/014_20020607_153107_032.wav,لا
014/014_20020607_153107_033.wav,أبداً
014/014_20020607_153107_034.wav,نعم
014/014_20020607_153107_035.wav,لا
014/014_20020607_153107_037.wav,لا
014/014_20020607_153107_038.wav,شوي
014/014_20020607_153107_039.wav,نعم
014/014_20020607_153107_040.wav,قليل
014/014_20020607_153107_041.wav,مو دائماً
014/014_20020607_153649_000.wav,أحمد
014/014_20020607_153649_001.wav,ذكر
014/014_20020607_153649_002.wav,خمسة وعشرين سنة
014/014_20020607_153649_003.wav,لا
014/014_20020607_153649_004.wav,لا
014/014_20020607_153649_005.wav,لحام
014/014_20020607_153649_006.wav,في حمص
014/014_20020607_153649_007.wav,جلطة
014/014_20020607_153649_008.wav,من شهر ونصف
014/014_20020607_153649_009.wav,نعم
014/014_20020607_153649_010.wav,بعد في موته رآه طبيب
014/014_20020607_153649_011.wav,جلطة
014/014_20020607_153649_012.wav,أصدقاءه
014/014_20020607_153925_000.wav,سهيلة
014/014_20020607_153925_001.wav,أنثى
014/014_20020607_153925_002.wav,ستين سنة
014/014_20020607_153925_003.wav,نعم
014/014_20020607_153925_004.wav,لا
014/014_20020607_153925_005.wav,ربة منزل
014/014_20020607_153925_006.wav,في عمان
014/014_20020607_153925_007.wav,إرتفاع ضغط شرياني
014/014_20020607_153925_008.wav,من شهرين ونصف
014/014_20020607_153925_009.wav,نعم
014/014_20020607_153925_010.wav,بعد وفاتها
014/014_20020607_153925_011.wav,إرتفاع ضغط شرياني
014/014_20020607_153925_012.wav,لا
014/014_20020614_164205_000.wav,هنداوي
014/014_20020614_164205_001.wav,نبيل
014/014_20020614_164205_002.wav,إياد
014/014_20020614_164205_003.wav,حنان هنداوي
014/014_20020614_164205_004.wav,خمسة أيار ألف وتسع مئة وخمسين
014/014_20020614_164205_005.wav,حيفا
014/014_20020614_164205_006.wav,إثنين وخمسين سنة
014/014_20020614_164205_007.wav,مئة وأربعين سنتيمتر
014/014_20020614_164205_008.wav,ثمانين كيلو
014/014_20020614_164205_009.wav,أردن
014/014_20020614_164205_010.wav,بقعة
014/014_20020614_164205_011.wav,مخيم البقعة
014/014_20020614_164205_012.wav,ألف وتسع مئة   سبعة وستين
014/014_20020614_164205_013.wav,في شارع حسين
014/014_20020614_164205_014.wav,معي شهادة معهد
014/014_20020614_164205_015.wav,مسلم
014/014_20020614_164205_016.wav,كهربائي
014/014_20020614_164205_017.wav,تسعين دينار بالشهر
014/014_20020614_164205_018.wav,متزوج
014/014_20020614_164205_019.wav,أربعة
014/014_20020614_164205_020.wav,أربعة
014/014_20020614_164205_021.wav,ثمانية
014/014_20020614_164609_000.wav,حريري
014/014_20020614_164609_001.wav,نايف
014/014_20020614_164609_002.wav,خالد
014/014_20020614_164609_003.wav,ناديا نابلسي
014/014_20020614_164609_004.wav,خمسطعشر تشرين الأول ألف وتسع مئة وستين
014/014_20020614_164609_005.wav,حماة
014/014_20020614_164609_006.wav,إثنين وأربعين سنة
014/014_20020614_164609_007.wav,ستين سنتيمتر
014/014_20020614_164609_008.wav,ثمانين كيلو
014/014_20020614_164609_009.wav,سوريا
014/014_20020614_164609_010.wav,حمص
014/014_20020614_164609_011.wav,في منطقة جبري
014/014_20020614_164609_012.wav,ألف وتسع مئة وسبعين
014/014_20020614_164609_013.wav,في شارع جبري
014/014_20020614_164609_014.wav,معي دكتوراه في الهندسة المدنية
014/014_20020614_164609_015.wav,مسلم
014/014_20020614_164609_016.wav,أستاذ في جامعة البعث في حمص
014/014_20020614_164609_017.wav,ثلاث آلاف ليرة
014/014_20020614_164609_018.wav,متزوج
014/014_20020614_164609_019.wav,ثلاثة
014/014_20020614_164609_020.wav,أربعة
014/014_20020614_164609_021.wav,أربعة
014/014_20020614_165540_000.wav,حافي
014/014_20020614_165540_001.wav,منير
014/014_20020614_165540_002.wav,نضال
014/014_20020614_165540_003.wav,كفاح صافي
014/014_20020614_165540_004.wav,سبعة تموز ألف وتسع مئة وسبعة وأربعين
014/014_20020614_165540_005.wav,في عكا
014/014_20020614_165540_006.wav,خمسة وخمسين سنة
014/014_20020614_165540_007.wav,مئة وستة وخمسين سنتيمتر
014/014_20020614_165540_008.wav,سبعين كيلو
014/014_20020614_165540_009.wav,الأردن
014/014_20020614_165540_010.wav,بعمان
014/014_20020614_165540_011.wav,مخيم الحسين
014/014_20020614_165540_012.wav,ألف وتسع مئة وثمانية وأربعين
014/014_20020614_165540_013.wav,في شارع طلال
014/014_20020614_165540_015.wav,مسلم
014/014_20020614_165540_016.wav,سائق تكسي
014/014_20020614_165540_017.wav,مئة دينار شهرياً
014/014_20020614_165540_018.wav,متزوج
014/014_20020614_165540_019.wav,ستة
014/014_20020614_165540_020.wav,ستة
014/014_20020614_165540_021.wav,خمسة
014/014_20020614_170318_000.wav,ذكر
014/014_20020614_170318_001.wav,مجد
014/014_20020614_170318_002.wav,ثلاثة وثلاثين سنة
014/014_20020614_170318_003.wav,من شهر ونصف
014/014_20020614_170318_004.wav,قرب الجامع
014/014_20020614_170318_005.wav,من شهر
014/014_20020614_170318_006.wav,ستين كيلو
014/014_20020614_170318_007.wav,أسود
014/014_20020614_170318_008.wav,عسلي
014/014_20020614_170318_009.wav,أبيض
014/014_20020614_170318_010.wav,لا
014/014_20020614_170318_011.wav,مسلم
014/014_20020614_170318_012.wav,نعم
014/014_20020614_170318_013.wav,مئة وخمسة وسبعين سنتيمتر
014/014_20020614_170318_014.wav,ميكانيكي
014/014_20020614_170318_015.wav,في ورشة تصليح سيارات
014/014_20020614_170318_016.wav,  في ساحة العباسيين
014/014_20020614_170318_017.wav,صديق
014/014_20020614_170318_018.wav,متفائل
014/014_20020614_170318_019.wav,جينز وقميص أزرق
014/014_20020614_170530_000.wav,أنثى
014/014_20020614_170530_001.wav,مها
014/014_20020614_170530_002.wav,تسعة وعشرين سنة
014/014_20020614_170530_003.wav,من أسبوعين
014/014_20020614_170530_004.wav,قرب المدرسة
014/014_20020614_170530_005.wav,من ستة أيام
014/014_20020614_170530_006.wav,خمسين كيلو
014/014_20020614_170530_007.wav,  بني
014/014_20020614_170530_008.wav,أزرق
014/014_20020614_170530_009.wav,أبيض
014/014_20020614_170530_010.wav,شامة على الخد الأيمن
014/014_20020614_170530_011.wav,مسلمة
014/014_20020614_170530_012.wav,نعم
014/014_20020614_170530_013.wav,مئة وخمسة وستين سنتيمتر
014/014_20020614_170530_014.wav,معلمة لغة إنجليزية
014/014_20020614_170530_015.wav,في مدرسة المحبة
014/014_20020614_170530_016.wav,في مدينة دمشق
014/014_20020614_170530_017.wav,إبنة خالتي
014/014_20020614_170530_018.wav,تعبانة
014/014_20020614_170530_019.wav,تنورة سوداء وقميص أحمر
014/014_20020614_170944_000.wav,مصطفى خاليدي
014/014_20020614_170944_001.wav,ثمانية وخمسين سنة
014/014_20020614_170944_002.wav,متزوج
014/014_20020614_170944_003.wav,خمسة
014/014_20020614_170944_004.wav,نعم
014/014_20020614_170944_005.wav,نعم وأيضاً عندما أمشي
014/014_20020614_170944_006.wav,نعم
014/014_20020614_170944_007.wav,نعم
014/014_20020614_170944_008.wav,في صدري
014/014_20020614_170944_009.wav,نعم
014/014_20020614_170944_010.wav,نعم بعض الأحيان
014/014_20020614_170944_011.wav,مرتين
014/014_20020614_170944_012.wav,والدي وعمي
014/014_20020614_170944_013.wav,واحدة
014/014_20020614_170944_014.wav,لا
014/014_20020614_170944_015.wav,بعض الأحيان
014/014_20020614_170944_016.wav,نعم حسب تعليمات الطبيب
014/014_20020614_171330_000.wav,أسعد الوراء
014/014_20020614_171330_001.wav,في منتصف الصيف
014/014_20020614_171330_002.wav,الجمعة
014/014_20020614_171330_003.wav,ألف وتسع مئة وثلاثة وخمسين
014/014_20020614_171330_004.wav,آذار
014/014_20020614_171330_005.wav,قطة قارب تلفزيون
014/014_20020614_171330_006.wav,سبعة وسبعين
014/014_20020614_171330_007.wav,راديو جامع طاولة
014/014_20020614_171330_008.wav,مالح
014/014_20020614_171330_009.wav,أربعة
014/014_20020614_171330_010.wav,خمسة
014/014_20020614_171330_011.wav,أسعد
014/014_20020614_171608_000.wav,صداع في رأسي
014/014_20020614_171608_001.wav,في رأسي
014/014_20020614_171608_002.wav,ثمانية
014/014_20020614_171608_003.wav,من أربعة أيام
014/014_20020614_171608_004.wav,لا
014/014_20020614_171608_005.wav,عندي حساسية   من بعض الخضار
014/014_20020614_171608_006.wav,بعض الأحيان
014/014_20020614_171608_007.wav,لا   عادةً نعم لكن عندما أصاب بالصداع ما بقدر أشوف بشكل جيد
014/014_20020614_171608_008.wav,نعم
014/014_20020614_173019_001.wav,السمك والحمص والفول
014/014_20020614_173019_003.wav,مرتين باليوم
014/014_20020614_173019_004.wav,في رأسي وفي معدتي بعض الأحيان
014/014_20020614_173019_005.wav,معدتي
014/014_20020614_173019_006.wav,من أسبوعين
014/014_20020614_173019_007.wav,    سيجار فقط
014/014_20020614_173019_008.wav,أنا ما بدخن سيجارات بس بدخن سيجار كل يومين   مرّة
014/014_20020614_173019_009.wav,من أربع سنين
014/014_20020614_173019_010.wav,نعم تركت التدخين ونقلت عالأرجيلة
014/014_20020614_173019_011.wav,البيرة والنبيذ
014/014_20020614_173019_012.wav,مو كثير قنينة   نبيذ كل يوم
014/014_20020614_173019_013.wav,من ساعة ونصف
014/014_20020614_173019_014.wav,أصفر غامق
014/014_20020614_173019_015.wav,ثلاث مرات في اليوم
014/014_20020614_173019_016.wav,بي زائد
014/014_20020614_173019_017.wav,نعم خالتي سرطان في   الثدي وعمي تشنج شرايين قلبية
014/014_20020614_173019_018.wav,لا
014/014_20020614_173019_019.wav,نعم
014/014_20020614_173019_020.wav,نعم
014/014_20020614_173019_021.wav,لا
014/014_20020614_173019_022.wav,لا
014/014_20020614_173019_023.wav,من شهر ونصف
014/014_20020614_173019_024.wav,صيدلية الوردة
014/014_20020614_173019_025.wav,ثلاث مرات في الأسبوع
014/014_20020614_173019_026.wav,نعم
014/014_20020614_173019_027.wav,قليلاً
014/014_20020614_173019_028.wav,لا
014/014_20020614_173019_029.wav,أربع مرات
014/014_20020614_173019_030.wav,من ثلاث ساعات
014/014_20020614_173019_031.wav,لا
014/014_20020614_173019_032.wav,لا
014/014_20020614_173019_033.wav,لا
014/014_20020614_173019_034.wav,نعم أشرب نسكافيه كل يوم
014/014_20020614_173019_035.wav,نعم نظارات
014/014_20020614_173019_036.wav,من ساعتين
014/014_20020614_173019_037.wav,بعض الأحيان
014/014_20020614_173019_038.wav,قليلاً
014/014_20020614_173019_039.wav,نعم
014/014_20020614_173019_040.wav,نعم بعض الأحيان
014/014_20020614_173019_041.wav,معظم الأحيان
014/014_20020614_173543_000.wav,سوسن
014/014_20020614_173543_001.wav,أنثى
014/014_20020614_173543_002.wav,خمسة وثلاثين سنة
014/014_20020614_173543_003.wav,لا
014/014_20020614_173543_004.wav,نعم إبنة خالتي
014/014_20020614_173543_005.wav,معلمة لغة إنجليزية
014/014_20020614_173543_006.wav,في دمشق
014/014_20020614_173543_007.wav,حادث سيارة
014/014_20020614_173543_008.wav,من أسبوع
014/014_20020614_173543_009.wav,نعم
014/014_20020614_173543_010.wav,نعم بعد موتها رآها الطبيب الشرعي
014/014_20020614_173543_011.wav,حادث سيارة
014/014_20020614_173543_012.wav,نعم والدتها
014/014_20020614_173733_000.wav,أحمد
014/014_20020614_173733_001.wav,ذكر
014/014_20020614_173733_002.wav,تسعة وستين سنة
014/014_20020614_173733_003.wav,نعم أربع أولاد وزوجة
014/014_20020614_173733_004.wav,لا
014/014_20020614_173733_005.wav,محامي
014/014_20020614_173733_006.wav,في دمشق
014/014_20020614_173733_007.wav,جلطة قلبية
014/014_20020614_173733_008.wav,من أسبوع ونصف
014/014_20020614_173733_009.wav,نعم
014/014_20020614_173733_010.wav,رآه قبل موته الطبيب المعالج للصدر
014/014_20020614_173733_011.wav,جلطة
014/014_20020614_173733_012.wav,زوجته
015/015_20020612_182739_000.wav,  إسم عائلتي هنداوي
015/015_20020612_182739_001.wav,نبيل
015/015_20020612_182739_002.wav,إسمي الأول إياد
015/015_20020612_182739_003.wav,إسم والدتي قبل الزواج حنان هنداوي
015/015_20020612_182739_004.wav,تاريخ ميلادي   خمسة مايو ألف وتسع مئة وخمسين
015/015_20020612_182739_005.wav,إنولدت في حيفا
015/015_20020612_182739_006.wav,عمري الآن إثنين وخمسين سنة
015/015_20020612_182739_007.wav,طولي بالسنتيمترات هو مئة وأربعين سنتيمتر
015/015_20020612_182739_008.wav,وزني ثمانين كيلو
015/015_20020612_182739_009.wav,    الأردن
015/015_20020612_182739_010.wav,أعيش في البقعة
015/015_20020612_182739_011.wav,  ساكن في   شارع حسين
015/015_20020612_182739_012.wav,أجيت لمخيم البقعة في الستة وسبعين
015/015_20020612_182739_013.wav,بيتي في شارع حسين  
015/015_20020612_182739_014.wav,عندي سنتين   من الكلية
015/015_20020612_182739_015.wav,أنا مسلم
015/015_20020612_182739_016.wav,أشتغل ككهربائي في مخيم البقعة
015/015_20020612_182739_017.wav,  بعمل تسعين دينار بالشهر
015/015_20020612_182739_018.wav,  متزوج وعندي أربع أولاد
015/015_20020612_182739_019.wav,  عندي أربع أولاد
015/015_20020612_182739_020.wav,أربع أولاد
015/015_20020612_182739_021.wav,عندي أخ وأخت
015/015_20020612_183337_000.wav,الحريري
015/015_20020612_183337_001.wav,نافع الحريري
015/015_20020612_183337_002.wav,إسمي خالد
015/015_20020612_183337_003.wav,إسمها ناديا النابلسي
015/015_20020612_183337_004.wav,تاريخ ميلادي ألف   ألف وتسع مئة وستين أوكتوبر خمسطعشر ألف وتسع مئة وستين
015/015_20020612_183337_005.wav,إنولدت في حمص
015/015_20020612_183337_006.wav,عمري إثنين وأربعين سنة
015/015_20020612_183337_007.wav,طولي مئة وستين سنتيمتر
015/015_20020612_183337_008.wav,وزني ثمانين كيلو
015/015_20020612_183337_009.wav,  أنا سوري
015/015_20020612_183337_010.wav,أعيش في حمص
015/015_20020612_183337_011.wav,ساكن في شارع الجبري
015/015_20020612_183337_012.wav,  ساكن في شارع الجبري من تاريخ     مايو ألف وتسع مئة وتسعين
015/015_20020612_183337_013.wav,  بيتي في شارع الجبري
015/015_20020612_183337_014.wav,عندي دكتوراه في الهندسة المدنية
015/015_20020612_183337_015.wav,أنا مسلم
015/015_20020612_183337_016.wav,أشتغل كأستاذ في جامعة البعث
015/015_20020612_183337_017.wav,دخلي الشهري ألف ليرة سورية
015/015_20020612_183337_018.wav,متزوج وعندي ثلاث أولاد
015/015_20020612_183337_019.wav,عندي ثلاث أولاد
015/015_20020612_183337_020.wav,أربعة
015/015_20020612_183337_021.wav,عندي أخ وأخت
015/015_20020612_183820_000.wav,الشخص المفقود أنثى
015/015_20020612_183820_001.wav,إسمها حنان
015/015_20020612_183820_002.wav,عمرها خمسة وعشرين سنة
015/015_20020612_183820_003.wav,شفتها من يومين
015/015_20020612_183820_004.wav,شفتها آخر مرّة في شارع فلسطين
015/015_20020612_183820_005.wav,لها مفقودة شهر
015/015_20020612_183820_006.wav,مئة كيلو
015/015_20020612_183820_007.wav,أسود
015/015_20020612_183820_008.wav,  بني
015/015_20020612_183820_009.wav,  زيتوني
015/015_20020612_183820_010.wav,لا
015/015_20020612_183820_011.wav,    مسلمة
015/015_20020612_183820_012.wav,لا ليس عندي لها صورة
015/015_20020612_183820_013.wav,طولها   مئة سنتيمتر
015/015_20020612_183820_014.wav,تشتغل محامية
015/015_20020612_183820_015.wav,تعمل في شارع فلسطين
015/015_20020612_183820_016.wav,تعيش في شارع الزيتون
015/015_20020612_183820_017.wav,هي بنت عمي
015/015_20020612_183820_018.wav,كانت محبطة جداً على وشك الإنتحار
015/015_20020612_183820_019.wav,كانت تلبس الأسود
015/015_20020612_184201_000.wav,الشخص المفقود ذكر
015/015_20020612_184201_001.wav,إسمه حسين
015/015_20020612_184201_002.wav,عمره إثنين وعشرين سنة
015/015_20020612_184201_003.wav,شفته آخر مرّة من شهر
015/015_20020612_184201_004.wav,آخر مرّة شفته على شاطئ البحر
015/015_20020612_184201_005.wav,مفقود له   خمسطعشر يوم
015/015_20020612_184201_006.wav,وزنه ستين كيلو
015/015_20020612_184201_007.wav,لون شعره   أسود
015/015_20020612_184201_008.wav,لون عينيه أسود
015/015_20020612_184201_009.wav,لون بشرته   أبيض داكن
015/015_20020612_184201_010.wav,على جبينه جرح
015/015_20020612_184201_011.wav,هو مسيحي
015/015_20020612_184201_012.wav,نعم عندي صورة له
015/015_20020612_184201_013.wav,طوله مئة وعشرين سنتي
015/015_20020612_184201_014.wav,حسين لاعب كرة سلة
015/015_20020612_184201_015.wav,يعمل في نادي   غزة الرياضي
015/015_20020612_184201_016.wav,يعيش في شارع   الثلاثين
015/015_20020612_184201_017.wav,حسين   هو أخي
015/015_20020612_184201_018.wav,كان سعيداً جداً
015/015_20020612_184201_019.wav,كان كان حسين لابس   بدلة سوداء
015/015_20020612_184548_000.wav,إسمي مصطفى الخالدي
015/015_20020612_184548_001.wav,عمري خمسة وثمانين سنة ثمانية وخمسين سنة سووري
015/015_20020612_184548_002.wav,متزوج وعندي خمس أولاد
015/015_20020612_184548_003.wav,عندي خمس أولاد
015/015_20020612_184548_004.wav,نعم أشعر بالتعب
015/015_20020612_184548_005.wav,نعم   عندما   لما أنام أو لما أصحى الصبح بيكون عندي إجهاد
015/015_20020612_184548_006.wav,نعم أحياناً بصحى بالليل وعندي   نفسي ضيق
015/015_20020612_184548_007.wav,نعم بشعر بضيق نفس وبشعر بألم في الصدر بعد الإجهاد
015/015_20020612_184548_008.wav,موضع الألم في صدري وفي   أيضاً عندي   عندي إنتفاخ في بعض     أورام في بعض مفاصلي
015/015_20020612_184548_009.wav,نعم عندي إنتفاخ في   قدمي
015/015_20020612_184548_010.wav,لا ما في عندي شعور بالإغماء
015/015_20020612_184548_011.wav,  لا لم يصير معي إغماء
015/015_20020612_184548_012.wav,  نعم والدي مريض قلب
015/015_20020612_184548_013.wav,أستخدم   وسادة واحدة وبس
015/015_20020612_184548_014.wav,لا أبداً لم يزيد عدد الوسادات
015/015_20020612_184548_015.wav,نعم أحياناً أشعر بالدوار والتشوش
015/015_20020612_184548_016.wav,نعم باخذ دوائي في الصباح والمساء
015/015_20020612_184925_000.wav,إسمي سامر
015/015_20020612_184925_001.wav,إحنا في موسم الخريف
015/015_20020612_184925_002.wav,اليوم هو الثلاثاء
015/015_20020612_184925_003.wav,ألفين وإثنين
015/015_20020612_184925_004.wav,نحن إحنا في شهر ستة
015/015_20020612_184925_005.wav,قطة قارب تلفزيون
015/015_20020612_184925_006.wav,  ستة خمسة وتسعين  
015/015_20020612_184925_007.wav,قطة قارب تلفزيون
015/015_20020612_184925_008.wav,مالع
015/015_20020612_184925_009.wav,  لا ما عندي أولاد
015/015_20020612_184925_010.wav,عندي أخ وأخت
015/015_20020612_184925_011.wav,إسم أبوي توفيق
015/015_20020612_185133_000.wav,عندي حساسية للأموكسيسيلين  
015/015_20020612_185133_001.wav,ما عندي حساسية إتجاه أي أي أي طعام
015/015_20020612_185133_002.wav,باخذ   تايلينول  
015/015_20020612_185133_003.wav,  باخذ حبة الصبح وحبة بالليل
015/015_20020612_185133_004.wav,لا ما عندي أي ألم
015/015_20020612_185133_007.wav,لا ما بدخن
015/015_20020612_185133_011.wav,ما بشرب أي مشروبات كحولية
015/015_20020612_185133_013.wav,  هذا الصباح
015/015_20020612_185133_014.wav,لونه طبيعي
015/015_20020612_185133_015.wav,  مرّة مرتين في اليوم
015/015_20020612_185133_016.wav,آ
015/015_20020612_185133_017.wav,لا ما في حد في عائلتي توفى من السرطان أو القلب
015/015_20020612_185133_018.wav,لا ما ما إنصبت في التيفوئيد في الماضي
015/015_20020612_185133_019.wav,نعم وأنا صغير إنصبت بالحصبة الألمانية
015/015_20020612_185133_020.wav,وأنا صغير إنصبت   بالجدري
015/015_20020612_185133_021.wav,لا ما عندي مرض السل
015/015_20020612_185133_022.wav,نعم والدتي عندها سكري
015/015_20020612_185133_023.wav,كشف علي الطبيب من شهرين
015/015_20020612_185133_024.wav,من صيدلية أبو_عزالة
015/015_20020612_185133_025.wav,باكل لحمة مرّة كل يوم
015/015_20020612_185133_026.wav,لا ما في حد في عائلتي عنده مشاكل نفسية
015/015_20020612_185133_027.wav,نعم  
015/015_20020612_185133_028.wav,لا ما عندي نزيف أو تكدمات
015/015_20020612_185133_029.wav,ثلاث مرات في اليوم
015/015_20020612_185133_030.wav,أكلت طعام الغذاء
015/015_20020612_185133_031.wav,نعم أنا متفائل كثير
015/015_20020612_185133_032.wav,لا ما عندي أي فكرة بإيذاء الآخرين
015/015_20020612_185133_033.wav,لا ما بستعمل مخدرات ترفيهية
015/015_20020612_185133_034.wav,نعم بشرب قهوة كل يوم الصبح
015/015_20020612_185133_035.wav,نعم بلبس نظارات
015/015_20020612_185133_036.wav,شربت ماي من ساعة
015/015_20020612_185133_037.wav,لا ما عندي أي تعب
015/015_20020612_185133_038.wav,لا ما عندي أي إلتهاب في الحلق
015/015_20020612_185133_039.wav,لا ما عندي أي شعور بالتقيؤ
015/015_20020612_185133_040.wav,لا ما عندي أي دوخة
015/015_20020612_185133_041.wav,أحياناً
015/015_20020612_185712_000.wav,إسم الشخص يلي مات محمد
015/015_20020612_185712_001.wav,محمد ذكر
015/015_20020612_185712_002.wav,عمره كان إثنين وعشرين سنة
015/015_20020612_185712_003.wav,  لا ما عنده أي ورثة  
015/015_20020612_185712_004.wav,لا ما بيقرب لي
015/015_20020612_185712_005.wav,محمد كان عامل بناء
015/015_20020612_185712_006.wav,كان عايش في شارع   جمال عبد_الناصر
015/015_20020612_185712_007.wav,سبب وفاة محمد   هو إطلاق الرصاص من الإسرائيلية
015/015_20020612_185712_008.wav,توفى محمد من يومين
015/015_20020612_185712_009.wav,نعم
015/015_20020612_185712_010.wav,لا ما شافه دكتور قبل أو بعد ما مات
015/015_20020612_185712_011.wav,رصاصة في القلب
015/015_20020612_185712_012.wav,نعم كان معه أصحابه
015/015_20020612_185855_000.wav,إسم يلي ماتت   حنان
015/015_20020612_185855_001.wav,حنان أنثى
015/015_20020612_185855_002.wav,عمرها كان إثنين وعشرين سنة
015/015_20020612_185855_003.wav,  لا ما عندها أي ورثة
015/015_20020612_185855_004.wav,لا ما بتقرب لي
015/015_20020612_185855_005.wav,كانت حنان تعمل طبيبة
015/015_20020612_185855_006.wav,كانت تعيش في شارع   الثلاثين
015/015_20020612_185855_007.wav,سبب الوفاة   جلطة في القلب
015/015_20020612_185855_008.wav,توفت حنان من يومين
015/015_20020612_185855_009.wav,نعم تم دفن حنان من يومين أيضاً
015/015_20020612_185855_010.wav,نعم شافها الدكتور قبل بيومين من وفاتها
015/015_20020612_185855_011.wav,الطبيب حكى أنه كان عندها   عندها جلطة في القلب
015/015_20020612_185855_012.wav,كانت حنان مع أمها عند الوفاة
015/015_20020624_134622_000.wav,إسم عائلتي سعادة
015/015_20020624_134622_001.wav,إسم أبوي أحمد
015/015_20020624_134622_002.wav,إسمي الأول محمد
015/015_20020624_134622_003.wav,إسم أمي قبل الزواج منيرة عيد
015/015_20020624_134622_004.wav,تاريخ ميلادي واحد واحد ألف وتسع مئة وواحد وسبعين
015/015_20020624_134622_005.wav,إنولدت في صبرا
015/015_20020624_134622_006.wav,عمري واحد وثلاثين سنة
015/015_20020624_134622_007.wav,طولي مئة وثلاثة وثلاثين سنتيمتر
015/015_20020624_134622_008.wav,وزني سبعين كيلو
015/015_20020624_134622_009.wav,  لبناني
015/015_20020624_134622_010.wav,أعيش في مدينة صبرا
015/015_20020624_134622_011.wav,عايش قدام   مطعم أبو_محجوب 
015/015_20020624_134622_012.wav,أجيت على هذه البلد في ألف وتسع مئة وواحد وسبعين
015/015_20020624_134622_013.wav,بيتي قدام مطعم أبو_محجوب 
015/015_20020624_134622_014.wav,عندي شهادة   كمبيوتر
015/015_20020624_134622_015.wav,أنا مسلم
015/015_20020624_134622_016.wav,بشتغل مدرس في مدينة صبرا
015/015_20020624_134622_017.wav,بعمل مئة ليرة بالشهر
015/015_20020624_134622_018.wav,  أنا أعزب
015/015_20020624_134622_019.wav,ليس عندي أطفال
015/015_20020624_134622_020.wav,عايش مع ثمان ثمان أفراد
015/015_20020624_134622_021.wav,  عندي ثمان ثمان إخوة وأخوات
015/015_20020624_135147_000.wav,إسم عائلتي مسمر
015/015_20020624_135147_001.wav,إسم أبوي خليل
015/015_20020624_135147_002.wav,إسمي الأول محمد
015/015_20020624_135147_003.wav,إسم أمي قبل الزواج نجاح نواحمة نواعمة
015/015_20020624_135147_004.wav,إنولدت في إثنين خمسة ألف وتسع مئة وواحد وستين
015/015_20020624_135147_005.wav,إنولدت في الخليل
015/015_20020624_135147_006.wav,عمري اليوم واحد وأربعين سنة
015/015_20020624_135147_007.wav,طولي مئة وستين سنتيمتر
015/015_20020624_135147_008.wav,وزني تسعين كيلو
015/015_20020624_135147_009.wav,أنا أردني
015/015_20020624_135147_010.wav,عايش في البقعة
015/015_20020624_135147_011.wav,عايش في مدينة عمان في البقعة
015/015_20020624_135147_012.wav,أجيت هان في ألف وتسع مئة وتسعة وستين
015/015_20020624_135147_013.wav,بيتي قريب من المسجد
015/015_20020624_135147_014.wav,سقطت في التوجيهي
015/015_20020624_135147_015.wav,أنا مسلم
015/015_20020624_135147_016.wav,بشتغل جرسون في مطعم أبو_سلامة في عمان 
015/015_20020624_135147_017.wav,بعمل   سبعين دينار بالشهر
015/015_20020624_135147_018.wav,أنا متزوج وعندي ست أولاد
015/015_20020624_135147_019.wav,عندي ست أولاد ما شاء الله
015/015_20020624_135147_020.wav,عايش مع سبعة
015/015_20020624_135147_021.wav,عندي ست إخوة وأخوات
015/015_20020624_135522_000.wav,إسم عائلتي الحافي
015/015_20020624_135522_001.wav,إسم أبوي منير
015/015_20020624_135522_002.wav,إسمي الأول نضال
015/015_20020624_135522_003.wav,إسم أمي قبل الزواج كفاح سعفي
015/015_20020624_135522_004.wav,إنولدت في سبعة سبعة ألف وتسع مئة وسبعة وأربعين
015/015_20020624_135522_005.wav,إنولدت في عكا
015/015_20020624_135522_006.wav,عمري خمسة وخمسين سنة الآن
015/015_20020624_135522_007.wav,طولي مئة وستة وخمسين سنتي متر
015/015_20020624_135522_008.wav,وزني سبعين كيلو
015/015_20020624_135522_009.wav,أنا أردني
015/015_20020624_135522_010.wav,بعيش في مخيم الحسين
015/015_20020624_135522_011.wav,عايش في   في البناية الثالثة على شارع الملك طلال
